1     2    3    4 5    6 7   8     9   10     11            12            13     14        15         16     17
PAOGI,Time,LAT,N,LONG,W,Sats,HDOP,Alt,AgeLastDGPS,SpeedOverGround,Heading,RollAngle,PitchAngle,YawRate,Checksum, Comment
$PAOGI,211144,5729.7208,N,00407.1813,W,1,22,,43.0,,0.0,118.3,0.0,-1.8,*5D, Parse duration: 35 us
$PAOGI,211144,5729.7208,N,00407.1813,W,1,22,,43.0,,0.0,117.7,0.0,-1.9,*57, Parse duration: 35 us
$PAOGI,211145,5729.7208,N,00407.1813,W,1,22,,43.0,,0.0,117.7,0.0,-1.6,*59, Parse duration: 35 us
$PAOGI,211145,5729.7208,N,00407.1813,W,1,22,,43.0,,0.0,117.6,0.0,-2.1,*5C, Parse duration: 35 us
$PAOGI,211939,5729.7200,N,00407.1747,W,1,26,,44.7,,0.0,118.1,0.0,-0.8,*5E, Parse duration: 34 us
$PAOGI,211939,5729.7200,N,00407.1747,W,1,26,,44.7,,0.0,118.4,0.0,-0.8,*5B, Parse duration: 35 us
$PAOGI,211939,5729.7200,N,00407.1747,W,1,26,,44.7,,0.0,117.9,0.0,-0.8,*59, Parse duration: 35 us
$PAOGI,211939,5729.7200,N,00407.1747,W,1,26,,44.7,,0.0,118.2,0.0,-0.6,*53, Parse duration: 35 us
$PAOGI,211939,5729.7200,N,00407.1746,W,1,26,,44.7,,0.0,117.9,0.0,-0.7,*57, Parse duration: 34 us
$PAOGI,211939,5729.7200,N,00407.1746,W,1,26,,44.7,,0.0,118.6,0.0,-0.9,*59, Parse duration: 35 us
$PAOGI,211939,5729.7200,N,00407.1746,W,1,26,,44.7,,0.0,118.4,0.0,-1.0,*53, Parse duration: 35 us
$PAOGI,211939,5729.7200,N,00407.1746,W,1,26,,44.7,,0.0,118.0,0.0,-1.1,*56, Parse duration: 35 us
$PAOGI,211940,5729.7200,N,00407.1746,W,1,26,,44.7,,0.0,118.4,0.0,-0.9,*55, Parse duration: 35 us
$PAOGI,211940,5729.7200,N,00407.1746,W,1,26,,44.7,,0.0,118.2,0.0,-0.7,*5D, Parse duration: 35 us
$PAOGI,211940,5729.7200,N,00407.1746,W,1,26,,44.7,,0.0,118.1,0.0,-0.8,*51, Parse duration: 35 us
$PAOGI,211940,5729.7200,N,00407.1746,W,1,26,,44.7,,0.0,118.8,0.0,-0.7,*57, Parse duration: 35 us
$PAOGI,211940,5729.7200,N,00407.1746,W,1,26,,44.7,,0.0,118.1,0.0,-0.7,*5E, Parse duration: 35 us
$PAOGI,211940,5729.7200,N,00407.1746,W,1,26,,44.7,,0.0,118.4,0.0,-0.7,*5B, Parse duration: 34 us
$PAOGI,211940,5729.7200,N,00407.1746,W,1,26,,44.7,,0.0,118.3,0.0,-0.9,*52, Parse duration: 35 us

Pitch angle is roll in UM982 terms, roll is always zero
